COLLEGE,"CONTROL NUMBER",TITLE,"TOP CODE","CIP CODE",GOAL,AWARD,"SUB AWARD","APPROVED DATE","CERT UNITS","MAJOR UNITS",STATUS
ALAMEDA,01136,"African-American Studies","2203.00 Ethnic Studies","05.0200 Ethnic Studies.","O - Local","A.A. Degree",,,,18.00-18.00/18.00-18.00,Active
ALAMEDA,01135,Anthropology,"2202.00 Anthropology",," - ","A.A. Degree",,,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
ALAMEDA,01118,Art,"1002.00 Art","50.0701 Art/Art Studies, General.","O - Local","A.A. Degree",,,,18.00-18.00/19.00-19.00,Active
ALAMEDA,01115,"Auto Body","0949.00* Automotive Collision Repair",,"C - CTE","A.S. Degree",,,,27.00-27.00/27.00-27.00,Active
ALAMEDA,19834,"Auto Paint","0949.00* Automotive Collision Repair","47.0603 Autobody/Collision and Repair Technology/Technician.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,1991-01-01,25.00-25.00/25.00-25.00,0.00-0.00/0.00-0.00,Active
ALAMEDA,09015,"Auto Paint","0949.00* Automotive Collision Repair","47.0603 Autobody/Collision and Repair Technology/Technician.","C - CTE","A.S. Degree",,1991-01-01,,27.00-27.00/27.00-27.00,Active
ALAMEDA,09016,"Auto Technology Apprenticeship","0948.00* Automotive Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,0.00-0.00/0.00-0.00,0.00-0.00/0.00-0.00,Inactive
ALAMEDA,09013,"Automotive Electronics Specialist","0948.00* Automotive Technology","47.0604 Automobile/Automotive Mechanics Technology/Technician.","C - CTE","A.S. Degree",,1995-01-01,,34.00-34.00/34.00-34.00,Active
ALAMEDA,19828,"Automotive Electronics Specialist","0948.00* Automotive Technology","47.0604 Automobile/Automotive Mechanics Technology/Technician.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,1995-01-01,34.00-34.00/34.00-34.00,,Active
ALAMEDA,19835,"Aviation Maintenance Technology: Airframe Technician","0950.10* Aviation Airframe Mechanics","47.0607 Airframe Mechanics and Aircraft Maintenance Technology/Technician.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,,44.00-44.00/44.00-44.00,,Active
ALAMEDA,01116,"Aviation Maintenance Technology: Airframe Technician","0950.10* Aviation Airframe Mechanics","47.0607 Airframe Mechanics and Aircraft Maintenance Technology/Technician.","C - CTE","A.S. Degree",,,,43.00-43.00/43.00-43.00,Active
ALAMEDA,19836,"Aviation Maintenance Technology: Powerplant Technician","0950.20* Aviation Powerplant Mechanics","47.0608 Aircraft Powerplant Technology/Technician.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,,50.00-50.00/50.00-50.00,,Active
ALAMEDA,09017,"Aviation Maintenance Technology: Powerplant Technician","0950.20* Aviation Powerplant Mechanics","47.0608 Aircraft Powerplant Technology/Technician.","C - CTE","A.S. Degree",,,,50.00-50.00/50.00-50.00,Active
ALAMEDA,09005,Biology,"0401.00 Biology, General","26.0101 Biology/Biological Sciences, General.","O - Local","A.S. Degree",,,,30.00-30.00/30.00-30.00,Active
ALAMEDA,09006,"Business Administration","0505.00* Business Administration",,"C - CTE","A.A. Degree",,,0.00-0.00/0.00-0.00,21.00-21.00/21.00-21.00,Inactive
ALAMEDA,01106,"Business: Accounting","0502.00* Accounting",,"C - CTE","A.A. Degree",,,,31.00-31.00/32.00-32.00,Active
ALAMEDA,19841,"Business: Accounting","0502.00* Accounting","52.0301 Accounting.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,29.00-29.00/29.00-29.00,,Active
ALAMEDA,01110,"Business: Office Administration","0514.00* Office Technology/Office Computer Applications",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,0.00-0.00/0.00-0.00,41.00-41.00/41.00-41.00,Inactive
ALAMEDA,19825,"Business: Office Administration","0514.00* Office Technology/Office Computer Applications",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,41.00-41.00/41.00-41.00,0.00-0.00/0.00-0.00,Inactive
ALAMEDA,01111,"CIS: Computer Information Systems","0702.00* Computer Information Systems",,"C - CTE","A.A. Degree",,,,,Active
ALAMEDA,19826,"CIS: Computer Information Systems","0702.00* Computer Information Systems","11.0101 Computer and Information Sciences, General.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,26.00-26.00/26.00-26.00,,Active
ALAMEDA,09011,"Chassis Specialist","0948.00* Automotive Technology","47.0604 Automobile/Automotive Mechanics Technology/Technician.","C - CTE","A.S. Degree",,1995-01-01,,34.00-34.00/34.00-34.00,Active
ALAMEDA,19840,"Chassis Specialist","0948.00* Automotive Technology","47.0604 Automobile/Automotive Mechanics Technology/Technician.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,1995-01-01,34.00-34.00/34.00-34.00,,Active
ALAMEDA,09009,"Chassis and Drivetrain","0948.00* Automotive Technology","47.0604 Automobile/Automotive Mechanics Technology/Technician.","C - CTE","A.S. Degree",,1995-01-01,,42.00-42.00/42.00-42.00,Active
ALAMEDA,19829,"Chassis and Drivetrain","0948.00* Automotive Technology","47.0604 Automobile/Automotive Mechanics Technology/Technician.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,1995-01-01,42.00-42.00/42.00-42.00,,Active
ALAMEDA,31202,"Communication Studies","1506.00 Speech Communication",,"T - Transfer","A.A- T Degree",,2012-04-17,,18.00-18.00/19.00-19.00,Inactive
ALAMEDA,01113,"Diesel Mechanics","0947.00* Diesel Technology","47.0605 Diesel Mechanics Technology/Technician.","C - CTE","A.S. Degree",,,,46.00-46.00/46.00-46.00,Active
ALAMEDA,19827,"Diesel Mechanics","0947.00* Diesel Technology","47.0605 Diesel Mechanics Technology/Technician.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,,46.00-46.00/46.00-46.00,,Active
ALAMEDA,19830,"Drivetrain Specialist","0948.00* Automotive Technology","47.0604 Automobile/Automotive Mechanics Technology/Technician.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,1995-01-01,34.00-34.00/34.00-34.00,,Active
ALAMEDA,09014,"Drivetrain Specialist","0948.00* Automotive Technology","47.0604 Automobile/Automotive Mechanics Technology/Technician.","C - CTE","A.S. Degree",,1995-01-01,,34.00-34.00/34.00-34.00,Active
ALAMEDA,19831,"Engine Performance","0948.00* Automotive Technology","47.0604 Automobile/Automotive Mechanics Technology/Technician.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,,50.00-50.00/50.00-50.00,,Active
ALAMEDA,01114,"Engine Performance","0948.00* Automotive Technology","47.0604 Automobile/Automotive Mechanics Technology/Technician.","C - CTE","A.S. Degree",,,,50.00-50.00/50.00-50.00,Active
ALAMEDA,19832,"Engine Repair Specialist","0948.00* Automotive Technology","47.0604 Automobile/Automotive Mechanics Technology/Technician.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,1995-01-01,34.00-34.00/34.00-34.00,,Active
ALAMEDA,09012,"Engine Repair Specialist","0948.00* Automotive Technology","47.0604 Automobile/Automotive Mechanics Technology/Technician.","C - CTE","A.S. Degree",,1995-01-01,,34.00-34.00/34.00-34.00,Active
ALAMEDA,01126,English,"1501.00 English",,"T - Transfer","A.A. Degree",,,,19.00-19.00/19.00-19.00,Inactive
ALAMEDA,01139,Geography,"2206.00 Geography",," - ","A.A. Degree",,,0.00-0.00/0.00-0.00,19.00-19.00/19.00-19.00,Inactive
ALAMEDA,01138,History,"2205.00 History","54.0101 History, General.","O - Local","A.A. Degree",,,,18.00-18.00/18.00-18.00,Active
ALAMEDA,19839,"Human Development Services","2104.50* Disability Services",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1975-01-01,28.50-28.50/28.50-28.50,0.00-0.00/0.00-0.00,Inactive
ALAMEDA,01133,"Human Development Services","2104.50* Disability Services",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1975-01-01,0.00-0.00/0.00-0.00,28.50-28.50/28.50-28.50,Inactive
ALAMEDA,01143,Humanities,"4903.00 Humanities","24.0103 Humanities/Humanistic Studies.","O - Local","A.A. Degree",,,,18.00-18.00/18.00-18.00,Active
ALAMEDA,01142,"Liberal Arts","4901.00 Liberal Arts and Sciences, General",," - ","A.A. Degree",,,0.00-0.00/0.00-0.00,20.00-20.00/20.00-20.00,Inactive
ALAMEDA,31166,"Liberal Arts Emphasis in Arts and Humanities","1599.00 Other Humanities","24.0199 Liberal Arts and Sciences, General Studies and Humanities, Other.","T - Transfer","A.A. Degree",,,,18.00-18.00/18.00-18.00,Active
ALAMEDA,30729,"Transfer Studies: CSU GE BREADTH","4901.10 Transfer Studies","24.0101 Liberal Arts and Sciences/Liberal Studies.","T - Transfer","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,,39.00-39.00/39.00-39.00,,Inactive
ALAMEDA,30728,"Transfer Studies: IGETC","4901.10 Transfer Studies","24.0199 Liberal Arts and Sciences, General Studies and Humanities, Other.","T - Transfer","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,,37.00-37.00/37.00-37.00,,Inactive
ALAMEDA,31165,"Liberal Arts Emphasis in Natural Science","4901.00 Liberal Arts and Sciences, General","24.0101 Liberal Arts and Sciences/Liberal Studies.","T - Transfer","A.A. Degree",,,,18.00-18.00/18.00-18.00,Approved
ALAMEDA,31164,"Liberal Arts Emphasis in Social and Behavioral Sciences","4901.00 Liberal Arts and Sciences, General","24.0101 Liberal Arts and Sciences/Liberal Studies.","T - Transfer","A.A. Degree",,,,18.00-18.00/18.00-18.00,Active
ALAMEDA,09010,"Light Duty Auto Repair","0948.00* Automotive Technology",,"C - CTE","A.S. Degree",,1995-01-01,0.00-0.00/0.00-0.00,31.00-31.00/31.00-31.00,Inactive
ALAMEDA,01129,Mathematics,"1701.00 Mathematics, General","27.0101 Mathematics, General.","O - Local","A.S. Degree",,,,25.00-25.00/25.00-25.00,Active
ALAMEDA,09020,"Mexican/Latin-American Studies","2203.00 Ethnic Studies",," - ","A.A. Degree",,1989-01-01,0.00-0.00/0.00-0.00,20.00-20.00/20.00-20.00,Active
ALAMEDA,19312,"Office Administration for the Logistics Industry","0510.00* Logistics and Materials Transportation",,"C - CTE","Certificate of Achievement: 12 to fewer than 18 semester(or 18 to fewer than 27 quarter) units",,2009-01-01,13.00-13.00/13.00-13.00,0.00-0.00/0.00-0.00,Inactive
ALAMEDA,16228,Philosophy,"1509.00 Philosophy",,"T - Transfer","A.A. Degree",,,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
ALAMEDA,01140,"Political Science","2207.00 Political Science","45.1001 Political Science and Government, General.","O - Local","A.A. Degree",,,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
ALAMEDA,01132,Psychology,"2001.00 Psychology, General","42.0101 Psychology, General.","T - Transfer","A.A. Degree",,,,18.00-18.00/18.00-18.00,Active
ALAMEDA,01134,"Social Science","2201.00 Social Sciences, General",," - ","A.A. Degree",,,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
ALAMEDA,01141,Sociology,"2208.00 Sociology","45.1101 Sociology, General.","T - Transfer","A.A. Degree",,,,18.00-18.00/19.00-19.00,Active
ALAMEDA,01123,Spanish,"1105.00 Spanish",," - ","A.A. Degree",,,0.00-0.00/0.00-0.00,21.00-21.00/21.00-21.00,Inactive
"ALLAN HANCOCK",11352,"Wildland Fire Technology","2133.10* Wildland Fire Technology","43.0206 Wildland/Forest Firefighting and Investigation.","C - CTE","A.S. Degree",,1999-01-01,,30.00-30.00/30.00-30.00,Active
"ALLAN HANCOCK",19931,"Wildland Fire Technology","2133.10* Wildland Fire Technology","43.0206 Wildland/Forest Firefighting and Investigation.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,1999-01-01,30.00-30.00/30.00-30.00,,Active
"ALLAN HANCOCK",19899,Accounting,"0502.00* Accounting","52.0101 Business/Commerce, General.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,1985-01-01,21.00-21.00/21.00-21.00,,Active
"ALLAN HANCOCK",05843,Accounting,"0502.00* Accounting","52.0301 Accounting.","C - CTE","A.S. Degree",,,,30.00-30.00/30.00-30.00,Active
"ALLAN HANCOCK",05888,"Administration of Justice","2105.00* Administration of Justice","43.0107 Criminal Justice/Police Science.","C - CTE","A.S. Degree",,,,27.00-27.00/27.00-27.00,Active
"ALLAN HANCOCK",09516,"Media Arts: Animation & Game Art","0614.40* Animation","10.0304 Animation, Interactive Technology, Video Graphics and Special Effects.","C - CTE","A.S. Degree",,,,36.00-36.00/36.00-36.00,Active
"ALLAN HANCOCK",09515,"Applied Design/Media: Animation: Traditional Drawing","0614.40* Animation",,"C - CTE","A.S. Degree",,1998-01-01,0.00-0.00/0.00-0.00,35.00-35.00/35.00-35.00,Active
"ALLAN HANCOCK",09517,"Film & Video Production","0612.20* Film Production","50.0602 Cinematography and Film/Video Production.","C - CTE","A.S. Degree",,,,31.00-31.00/31.00-31.00,Active
"ALLAN HANCOCK",07180,"Media Arts: Graphic Design","1030.00* Graphic Art and Design","50.0409 Graphic Design.","C - CTE","A.S. Degree",,1998-01-01,,36.00-36.00/36.00-36.00,Inactive
"ALLAN HANCOCK",12466,"Media Arts: Photography","1012.00* Applied Photography","10.0201 Photographic and Film/Video Technology/Technician.","C - CTE","A.S. Degree",,,,34.00-34.00/67.00-67.00,Active
"ALLAN HANCOCK",07177,"Apprenticeship: Operating","0947.20* Heavy Equipment Maintenance",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1960-01-01,24.00-24.00/24.00-24.00,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",05863,Art,"1002.00 Art",,"T - Transfer","A.A. Degree",,,,27.00-27.00/28.00-28.00,Active
"ALLAN HANCOCK",05856,"Auto Body Technology","0949.00* Automotive Collision Repair",,"C - CTE","A.S. Degree",,,,23.00-23.00/23.00-23.00,Active
"ALLAN HANCOCK",15596,"Computer Networking and Electronics Technology: Electronic Training","0934.00* Electronics and Electric Technology","47.0101 Electrical/Electronics Equipment Installation and Repair Technology/Technician, General.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,18.00-18.00/18.00-18.00,,Active
"ALLAN HANCOCK",05841,Biology,"0401.00 Biology, General","26.0101 Biology/Biological Sciences, General.","O - Local","A.A. Degree",,,0.00-0.00/0.00-0.00,23.00-23.00/25.00-25.00,Active
"ALLAN HANCOCK",07172,Business,"0501.00* Business and Commerce, General",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,24.00-24.00/24.00-24.00,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",05842,"Business Administration","0505.00* Business Administration",,"T - Transfer","A.A. Degree",,,0.00-0.00/0.00-0.00,25.00-25.00/25.00-25.00,Inactive
"ALLAN HANCOCK",18577,"CSU General Education","4901.10 Transfer Studies",,"T - Transfer","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2008-01-01,39.00-39.00/39.00-39.00,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",24105,"Career Preparation","4930.12 Job Seeking/Changing Skills","32.0105 Job-Seeking/Changing Skills.","O - Local","Noncredit program",,2010-06-30,,,Active
"ALLAN HANCOCK",05884,Chemistry,"1905.00 Chemistry, General",,"T - Transfer","A.A. Degree",,,0.00-0.00/0.00-0.00,40.00-40.00/40.00-40.00,Active
"ALLAN HANCOCK",07192,"Civil Engineering Technology","0924.00* Engineering Technology, General (requires Trigonometry)",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,26.00-26.00/26.00-26.00,Active
"ALLAN HANCOCK",31092,"Clothing Alterations Management","1303.00* Fashion","19.0901 Apparel and Textiles, General.","O - Local","Noncredit program",,2012-02-02,,,Active
"ALLAN HANCOCK",31093,"Clothing Construction","1303.00* Fashion","50.0407 Fashion/Apparel Design.","O - Local","Noncredit program",,2012-02-02,,,Active
"ALLAN HANCOCK",30826,"Communication Studies","1506.00 Speech Communication","09.0101 Speech Communication and Rhetoric.","T - Transfer","A.A- T Degree",,,,18.00-18.00/18.00-18.00,Inactive
"ALLAN HANCOCK",19909,"Communications Systems Technician","0934.30* Telecommunications Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1992-01-01,35.00-35.00/35.00-35.00,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",24224,"Computer Applications","0701.00* Information Technology, General",,"C - CTE",,,2010-06-30,,,Inactive
"ALLAN HANCOCK",19903,"Computer Business Information Systems","0702.00* Computer Information Systems",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,0.00-0.00/0.00-0.00,27.00-27.00/27.00-27.00,Active
"ALLAN HANCOCK",05850,"Computer Business Information Systems","0702.00* Computer Information Systems",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,27.00-27.00/27.00-27.00,Active
"ALLAN HANCOCK",19902,"Computer Business Office Tech: Legal Secretarial","0514.10* Legal Office Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,28.00-28.00/28.00-28.00,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",07175,"Computer Business Office Tech: Legal Secretarial","0514.10* Legal Office Technology",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,28.00-28.00/28.00-28.00,Active
"ALLAN HANCOCK",19901,"Computer Business Office Technology: Word/Info Processing","0514.00* Office Technology/Office Computer Applications",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,24.00-24.00/24.00-24.00,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",07174,"Computer Business Office Technology: Word/Info Processing","0514.00* Office Technology/Office Computer Applications",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,24.00-24.00/24.00-24.00,Active
"ALLAN HANCOCK",05849,"Computer Science","0706.00 Computer Science (Transfer)",,"T - Transfer","A.A. Degree",,,,19.00-19.00/19.00-19.00,Active
"ALLAN HANCOCK",17582,Culinology¿,"1306.00* Nutrition, Foods, and Culinary Arts",,"C - CTE","A.A. Degree",,2007-01-01,,23.00-23.00/23.00-23.00,Active
"ALLAN HANCOCK",23098,Dance,"1008.00 Dance","50.0301 Dance, General.","T - Transfer","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,19.00-19.00/19.00-19.00,,Active
"ALLAN HANCOCK",05867,Dance,"1008.00 Dance","50.0301 Dance, General.","O - Local","A.A. Degree",,,,33.00-33.00/33.00-33.00,Active
"ALLAN HANCOCK",19922,"Dental Assisting","1240.10* Dental Assistant","51.0601 Dental Assisting/Assistant.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,2018-11-17,32.50-32.50/32.50-32.50,32.50-32.50/32.50-32.50,Active
"ALLAN HANCOCK",05874,"Dental Assisting","1240.10* Dental Assistant","51.0601 Dental Assisting/Assistant.","C - CTE","A.S. Degree",,2018-11-17,,32.50-32.50/32.50-32.50,Active
"ALLAN HANCOCK",19908,"Computer Networking and Electronics Technology: Digital Systems Technician","0934.00* Electronics and Electric Technology","15.0303 Electrical, Electronic, and Communications Engineering Technology/Technician.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,22.00-22.00/22.00-22.00,,Active
"ALLAN HANCOCK",05890,"Early Childhood Studies: Elementary Education","0802.00* Educational Aide (Teacher Assistant)",,"C - CTE","A.S. Degree",,1975-01-01,,42.00-42.00/42.00-42.00,Inactive
"ALLAN HANCOCK",19905,"Early Childhood Studies: Elementary Education","0802.00* Educational Aide (Teacher Assistant)",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1975-01-01,42.00-42.00/42.00-42.00,,Inactive
"ALLAN HANCOCK",10152,"Early Childhood Studies: Elementary Education in Diversity Studies","0802.10* Educational Aide (Teacher Assistant), Bilingual","13.1501 Teacher Assistant/Aide.","C - CTE","A.S. Degree",,1998-01-01,,42.00-42.00/42.00-42.00,Active
"ALLAN HANCOCK",19906,"Early Childhood Studies: Elementary Education in Diversity Studies","0802.10* Educational Aide (Teacher Assistant), Bilingual","13.1501 Teacher Assistant/Aide.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,1998-01-01,42.00-42.00/42.00-42.00,,Active
"ALLAN HANCOCK",19925,"Early Childhood Studies: General","1305.00* Child Development/Early Care and Education",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,39.00-39.00/39.00-39.00,,Active
"ALLAN HANCOCK",05877,"Early Childhood Studies: General","1305.00* Child Development/Early Care and Education",,"C - CTE","A.S. Degree",,,,39.00-39.00/39.00-39.00,Active
"ALLAN HANCOCK",10151,"Early Childhood Studies: Preschool/Infant-Toddler Prog. Dir.","1305.90* Infants and Toddlers",,"C - CTE","A.S. Degree",,1996-01-01,,38.00-38.00/38.00-38.00,Active
"ALLAN HANCOCK",19927,"Early Childhood Studies: Program Director/Administration Emphasis ","1305.80* Child Development Administration and Management","19.0708 Child Care and Support Services Management.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,,48.00-48.00/48.00-48.00,,Active
"ALLAN HANCOCK",10153,"Early Childhood Studies: Special Education","1305.20* Children with Special Needs",,"C - CTE","A.S. Degree",,1997-01-01,,41.00-41.00/41.00-41.00,Active
"ALLAN HANCOCK",19926,"Early Childhood Studies: Special Education","1305.20* Children with Special Needs",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1997-01-01,41.00-41.00/41.00-41.00,,Active
"ALLAN HANCOCK",05857,"Electrical Apprenticeship","0952.20* Electrical",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,24.00-24.00/24.00-24.00,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",10158,"Computer Networking and Electronics Technology: Electronic Engineering Technology","0924.00* Engineering Technology, General (requires Trigonometry)","99.9999 Unknown","C - CTE","A.S. Degree",,1989-01-01,,41.00-41.00/41.00-41.00,Active
"ALLAN HANCOCK",11996,"Computer Networking and Electronics Technology: Network Maintenance and Digital Technologies","0708.10* Computer Networking","11.0901 Computer Systems Networking and Telecommunications.","C - CTE","A.S. Degree",,2000-01-01,,24.00-24.00/24.00-24.00,Active
"ALLAN HANCOCK",19904,"Computer Networking & Electronics Technology: Network Maintenance and Digital Technologies","0708.10* Computer Networking","11.0901 Computer Systems Networking and Telecommunications.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,24.00-24.00/24.00-24.00,,Active
"ALLAN HANCOCK",05853,"Computer Networking and Electronics Technology: Electronics Technology","0934.00* Electronics and Electric Technology","47.0101 Electrical/Electronics Equipment Installation and Repair Technology/Technician, General.","C - CTE","A.S. Degree",,,,22.00-22.00/22.00-22.00,Active
"ALLAN HANCOCK",10157,"Electronics Technology: Communications Systems","0934.30* Telecommunications Technology",,"C - CTE","A.S. Degree",,1992-01-01,0.00-0.00/0.00-0.00,35.00-35.00/35.00-35.00,Inactive
"ALLAN HANCOCK",10156,"Electronics Technology: Digital Systems","0934.00* Electronics and Electric Technology",,"C - CTE","A.S. Degree",,1992-01-01,0.00-0.00/0.00-0.00,37.00-37.00/37.00-37.00,Inactive
"ALLAN HANCOCK",19936,"Computer Networking and Electronics Technology: Mechatronics","0934.00* Electronics and Electric Technology","47.0101 Electrical/Electronics Equipment Installation and Repair Technology/Technician, General.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,2007-01-01,49.00-49.00/49.00-49.00,,Active
"ALLAN HANCOCK",17481,"Computer Networking and Electronics Technology: Mechatronics","0934.00* Electronics and Electric Technology","47.0101 Electrical/Electronics Equipment Installation and Repair Technology/Technician, General.","C - CTE","A.S. Degree",,2007-01-01,,49.00-49.00/49.00-49.00,Active
"ALLAN HANCOCK",16771,"Emergency Medical Services: Paramedic Training","1251.00* Paramedic",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2006-01-01,29.00-29.00/29.00-29.00,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",07176,Engineering,"0901.00 Engineering, General (requires Calculus) (Transfer)","14.0101 Engineering, General.","T - Transfer","A.A. Degree",,,0.00-0.00/0.00-0.00,36.00-36.00/36.00-36.00,Active
"ALLAN HANCOCK",05852,"Engineering Technology","0924.00* Engineering Technology, General (requires Trigonometry)",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,27.00-27.00/27.00-27.00,Active
"ALLAN HANCOCK",19907,"Engineering Technology: Mechatronics","0924.00* Engineering Technology, General (requires Trigonometry)",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2007-01-01,52.00-52.00/52.00-52.00,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",17480,"Engineering Technology: Mechatronics","0924.00* Engineering Technology, General (requires Trigonometry)",,"C - CTE","A.S. Degree",,2007-01-01,0.00-0.00/0.00-0.00,52.00-52.00/52.00-52.00,Active
"ALLAN HANCOCK",05878,English,"1501.00 English","23.0101 English Language and Literature, General.","O - Local","A.A. Degree",,,0.00-0.00/0.00-0.00,21.00-21.00/21.00-21.00,Active
"ALLAN HANCOCK",30565,Entrepreneurship,"0506.40* Small Business and Entrepreneurship","52.0703 Small Business Administration/Management.","C - CTE","A.S. Degree",,2011-04-28,,36.00-36.00/36.00-36.00,Active
"ALLAN HANCOCK",30564,Entrepreneurship,"0506.40* Small Business and Entrepreneurship",,"C - CTE","Certificate of Achievement: 12 to fewer than 18 semester(or 18 to fewer than 27 quarter) units",,2011-04-28,17.50-17.50/17.50-17.50,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",13572,"Environmental Studies: Natural Science","0301.00 Environmental Science",,"T - Transfer","A.A. Degree",,2002-01-01,0.00-0.00/0.00-0.00,36.00-36.00/36.00-36.00,Inactive
"ALLAN HANCOCK",13571,"Environmental Studies: Social Science","0302.00 Environmental Studies",,"T - Transfer","A.A. Degree",,2002-01-01,0.00-0.00/0.00-0.00,35.00-35.00/35.00-35.00,Inactive
"ALLAN HANCOCK",19924,"Family & Consumer Sciences: Fashion Studies","1303.00* Fashion",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,18.00-18.00/18.00-18.00,0.00-0.00/0.00-0.00,Active
"ALLAN HANCOCK",05876,"Family & Consumer Sciences: Fashion Studies","1303.00* Fashion",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Active
"ALLAN HANCOCK",07185,"Family & Consumer Sciences: General","1301.00* Family and Consumer Sciences, General",,"C - CTE","A.S. Degree",,1984-01-01,,23.00-23.00/23.00-23.00,Active
"ALLAN HANCOCK",12635,"Family Services Worker II","2104.00* Human Services",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2002-01-01,22.00-22.00/22.00-22.00,0.00-0.00/0.00-0.00,Inactive
"ALLAN HANCOCK",12636,"Family Services Worker III","2104.00* Human Services",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2002-01-01,31.00-31.00/31.00-31.00,0.00-0.00/0.00-0.00,Inactive
