COLLEGE,"CONTROL NUMBER",TITLE,"TOP CODE","CIP CODE",GOAL,AWARD,"SUB AWARD","APPROVED DATE","CERT UNITS","MAJOR UNITS",STATUS
"LAS POSITAS",01000,"Accounting Technician","0502.00* Accounting","52.0302 Accounting Technology/Technician and Bookkeeping.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,27.00-27.00/27.00-27.00,,Active
"LAS POSITAS",01001,"Administration of Justice","2105.00* Administration of Justice","43.0107 Criminal Justice/Police Science.","C - CTE","A.A. Degree",,,,24.00-24.00/24.00-24.00,Active
"LAS POSITAS",21579,"Administrative Assistant","0514.40* Office Management","52.0204 Office Management and Supervision.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,29.00-29.00/29.00-29.00,,Active
"LAS POSITAS",01010,"Administrative Assistant","0514.40* Office Management","52.0204 Office Management and Supervision.","C - CTE","A.A. Degree",,,,39.00-39.00/43.00-43.00,Active
"LAS POSITAS",18906,"Administrative Medical Assistant","1208.20* Administrative Medical Assisting","51.0710 Medical Office Assistant/Specialist.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,20.50-20.50/22.50-22.50,,Active
"LAS POSITAS",01004,"Art: Emphasis in Painting","1002.10 Painting and Drawing","50.0705 Drawing.","O - Local","A.A. Degree",,,,36.00-36.00/36.00-36.00,Approved
"LAS POSITAS",12882,"Associate Teacher","1305.00* Child Development/Early Care and Education","19.0709 Child Care Provider/Assistant.","C - CTE","Certificate of Achievement requiring 8S/12Q to fewer than 16S/24Q units",,2008-01-01,13.00-13.00/13.00-13.00,0.00-0.00/0.00-0.00,Active
"LAS POSITAS",01006,Biology,"0401.00 Biology, General","26.0101 Biology/Biological Sciences, General.","O - Local","A.A. Degree",,,0.00-0.00/0.00-0.00,33.00-33.00/33.00-33.00,Active
"LAS POSITAS",30408,"Biology: Allied Health","0401.00 Biology, General","99.9999 Unknown","O - Local","A.S. Degree",,,,23.00-23.00/23.00-23.00,Active
"LAS POSITAS",17515,"Bridgestone/Firestone Apprenticeship","0948.00* Automotive Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2007-01-01,0.00-0.00/0.00-0.00,0.00-0.00/0.00-0.00,Inactive
"LAS POSITAS",01007,Business,"0501.00* Business and Commerce, General","52.0101 Business/Commerce, General.","C - CTE","A.S. Degree",,1988-01-01,,40.00-40.00/45.00-45.00,Inactive
"LAS POSITAS",09211,"Business Administration","0501.00* Business and Commerce, General","52.0101 Business/Commerce, General.","C - CTE","A.A. Degree",,,,34.00-34.00/36.00-36.00,Approved
"LAS POSITAS",21577,"Business Entrepreneurship","0506.40* Small Business and Entrepreneurship","52.0703 Small Business Administration/Management.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,18.00-18.00/19.00-19.00,,Active
"LAS POSITAS",01038,"Business Entrepreneurship","0506.40* Small Business and Entrepreneurship","52.0703 Small Business Administration/Management.","C - CTE","A.A. Degree",,,,30.00-30.00/31.00-31.00,Approved
"LAS POSITAS",18570,"CSU General Education Breadth","4901.10 Transfer Studies","24.0101 Liberal Arts and Sciences/Liberal Studies.","T - Transfer","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,2018-03-05,39.00-39.00/54.00-54.00,,Inactive
"LAS POSITAS",01008,Chemistry,"1905.00 Chemistry, General","40.0501 Chemistry, General.","O - Local","A.S. Degree",,,,45.00-45.00/45.00-45.00,Active
"LAS POSITAS",31047,"Chemistry Education","1905.00 Chemistry, General","40.0501 Chemistry, General.","O - Local","A.S. Degree",,,,42.00-42.00/43.00-43.00,Approved
"LAS POSITAS",15505,"Network Support Professional","0708.10* Computer Networking","11.0901 Computer Systems Networking and Telecommunications.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2004-01-01,25.00-25.00/25.00-25.00,,Active
"LAS POSITAS",15506,"Cisco Network Professional","0708.10* Computer Networking",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2004-01-01,36.00-36.00/36.00-36.00,0.00-0.00/0.00-0.00,Inactive
"LAS POSITAS",09213,"Computer Applications Software (Microcomputers)","0702.10* Software Applications",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1988-01-01,34.00-34.00/34.00-34.00,0.00-0.00/0.00-0.00,Inactive
"LAS POSITAS",01011,"Computer Information Systems","0702.00* Computer Information Systems","11.0103 Information Technology.","C - CTE","A.A. Degree",,2018-03-06,,35.00-35.00/35.00-35.00,Active
"LAS POSITAS",15504,"Cybersecurity and Network Administration","0708.10* Computer Networking","11.1001 Network and System Administration/Administrator.","C - CTE","A.S. Degree",,,,40.00-40.00/40.00-40.00,Active
"LAS POSITAS",21581,"Computer Programming","0707.00* Computer Software Development","11.0201 Computer Programming/Programmer, General.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,28.00-28.00/29.00-29.00,,Active
"LAS POSITAS",14253,"Computer Programming","0707.10* Computer Programming",,"CT - Career Technical Education (CTE) and Transfer","A.S. Degree",,2002-01-01,0.00-0.00/0.00-0.00,35.00-35.00/35.00-35.00,Inactive
"LAS POSITAS",14254,"Computer Programming for the Web","0707.10* Computer Programming",,"CT - Career Technical Education (CTE) and Transfer","A.S. Degree",,2002-01-01,0.00-0.00/0.00-0.00,35.00-35.00/35.00-35.00,Inactive
"LAS POSITAS",21582,"Computer Programming for the Web","0707.00* Computer Software Development","11.0201 Computer Programming/Programmer, General.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,28.00-28.00/29.00-29.00,,Active
"LAS POSITAS",09214,"Computer Science","0706.00 Computer Science (Transfer)","11.0701 Computer Science.","O - Local","A.S. Degree",,,0.00-0.00/0.00-0.00,33.50-33.50/35.00-35.00,Active
"LAS POSITAS",21587,"Drafting Technology","0953.00* Drafting Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2011-06-24,38.00-38.00/38.00-38.00,0.00-0.00/0.00-0.00,Inactive
"LAS POSITAS",01013,"Drafting Technology","0953.00* Drafting Technology",,"C - CTE","A.S. Degree",,2011-06-24,0.00-0.00/0.00-0.00,36.00-36.00/36.00-36.00,Inactive
"LAS POSITAS",09227,"Early Childhood Development","1305.00* Child Development/Early Care and Education","19.0709 Child Care Provider/Assistant.","C - CTE","A.A. Degree",,1988-01-01,,31.00-31.00/33.00-33.00,Active
"LAS POSITAS",21591,"Early Childhood Development","1305.00* Child Development/Early Care and Education","19.0709 Child Care Provider/Assistant.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,1988-01-01,25.00-25.00/25.00-25.00,,Active
"LAS POSITAS",18813,"Early Childhood Intervention","1305.00* Child Development/Early Care and Education","19.0709 Child Care Provider/Assistant.","C - CTE","A.A. Degree",,2008-01-01,0.00-0.00/0.00-0.00,38.00-38.00/38.00-38.00,Active
"LAS POSITAS",18814,"Early Childhood Intervention Assistant","1305.20* Children with Special Needs","13.1015 Education/Teaching of Individuals in Early Childhood Special Education Programs.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,2018-03-05,32.00-32.00/32.00-32.00,,Active
"LAS POSITAS",21583,"Electronics Technology: Telecommunications Systems","0934.30* Telecommunications Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1988-01-01,20.00-20.00/20.00-20.00,0.00-0.00/0.00-0.00,Inactive
"LAS POSITAS",09218,"Electronics Technology: Telecommunications Systems","0934.30* Telecommunications Technology",,"C - CTE","A.S. Degree",,1988-01-01,0.00-0.00/0.00-0.00,29.00-29.00/29.00-29.00,Inactive
"LAS POSITAS",17764,English,"1501.00 English","23.0101 English Language and Literature, General.","O - Local","A.A. Degree",,,,21.00-21.00/27.00-27.00,Active
"LAS POSITAS",16368,Enology,"0104.00* Viticulture, Enology, and Wine Business","01.1004 Viticulture and Enology.","C - CTE","A.S. Degree",,,,35.00-35.00/35.00-35.00,Active
"LAS POSITAS",21574,Enology,"0104.00* Viticulture, Enology, and Wine Business","01.1004 Viticulture and Enology.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,26.00-26.00/26.00-26.00,,Active
"LAS POSITAS",30415,"Environmental Studies","0302.00 Environmental Studies","03.0103 Environmental Studies.","O - Local","A.A. Degree",,,,37.00-37.00/39.00-39.00,Active
"LAS POSITAS",08158,"Family Child Care","1305.00* Child Development/Early Care and Education",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1998-01-01,22.00-22.00/22.00-22.00,0.00-0.00/0.00-0.00,Inactive
"LAS POSITAS",01023,"Fire Service Technology","2133.00* Fire Technology","43.0201 Fire Prevention and Safety Technology/Technician.","C - CTE","A.S. Degree",,,,19.00-19.00/19.00-19.00,Active
"LAS POSITAS",21592,"Fire Service Technology","2133.00* Fire Technology","43.0201 Fire Prevention and Safety Technology/Technician.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,1991-01-01,22.00-22.00/22.00-22.00,,Active
"LAS POSITAS",01031,Horticulture,"0109.00* Horticulture",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1988-01-01,22.00-22.00/22.00-22.00,0.00-0.00/0.00-0.00,Inactive
"LAS POSITAS",10955,"Horticulture 1: Landscape Installation & Maintenance","0109.10* Landscape Design and Maintenance",,"C - CTE","A.S. Degree",,1988-01-01,0.00-0.00/0.00-0.00,34.00-34.00/34.00-34.00,Inactive
"LAS POSITAS",10956,"Horticulture 2: Nursery Management & Operations","0109.30* Nursery Technology",,"C - CTE","A.S. Degree",,1988-01-01,0.00-0.00/0.00-0.00,34.00-34.00/34.00-34.00,Inactive
"LAS POSITAS",10957,"Horticulture 3: Floristry","0109.20* Floriculture / Floristry",,"C - CTE","A.S. Degree",,1988-01-01,0.00-0.00/0.00-0.00,34.00-34.00/34.00-34.00,Inactive
"LAS POSITAS",01032,Humanities,"1599.00 Other Humanities","24.0199 Liberal Arts and Sciences, General Studies and Humanities, Other.","O - Local","A.A. Degree",,,,18.00-18.00/18.00-18.00,Approved
"LAS POSITAS",18571,"IGETC (Intersegmental General Education Curriculum)","4901.10 Transfer Studies","24.0101 Liberal Arts and Sciences/Liberal Studies.","T - Transfer","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,2018-03-05,34.00-34.00/53.00-53.00,,Inactive
"LAS POSITAS",21590,"Interior Design","1302.00* Interior Design and Merchandising","50.0408 Interior Design.","C - CTE","Certificate of Achievement requiring 30S/45Q to fewer than 60S/90Q units",,2018-03-05,30.00-30.00/30.00-30.00,,Active
"LAS POSITAS",01036,"Interior Design","1302.00* Interior Design and Merchandising","50.0408 Interior Design.","C - CTE","A.S. Degree",,,,30.00-30.00/30.00-30.00,Active
"LAS POSITAS",09228,"International Studies","2210.00 International Studies",,"T - Transfer","A.A. Degree",,1991-01-01,0.00-0.00/0.00-0.00,47.00-47.00/47.00-47.00,Inactive
"LAS POSITAS",11479,"Liberal Arts & Science, General","4901.00 Liberal Arts and Sciences, General",," - ","A.A. Degree",,1988-01-01,0.00-0.00/0.00-0.00,0.00-0.00/0.00-0.00,Inactive
"LAS POSITAS",19130,"Liberal arts and Sciences: Business","0501.00* Business and Commerce, General",,"T - Transfer","A.A. Degree",,2009-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
"LAS POSITAS",19131,"Liberal arts and Sciences: Business","0501.00* Business and Commerce, General",," - ","A.A. Degree",,2009-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
"LAS POSITAS",19132,"Liberal arts and Sciences: Computer Studies","0701.00* Information Technology, General",,"T - Transfer","A.A. Degree",,2009-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
"LAS POSITAS",19133,"Liberal arts and Sciences: Computer Studies","0701.00* Information Technology, General",," - ","A.A. Degree",,2009-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
"LAS POSITAS",19134,"Liberal arts and Sciences: Humanities","4903.10 Humanities and Fine Arts",,"T - Transfer","A.A. Degree",,2009-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
"LAS POSITAS",19135,"Liberal arts and Sciences: Humanities","4903.10 Humanities and Fine Arts",," - ","A.A. Degree",,2009-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
"LAS POSITAS",19136,"Liberal arts and Sciences: Language Arts","1502.00 Language Arts",,"T - Transfer","A.A. Degree",,2009-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
"LAS POSITAS",19137,"Liberal arts and Sciences: Language Arts","1502.00 Language Arts",," - ","A.A. Degree",,2009-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
"LAS POSITAS",19138,"Liberal arts and Sciences: Mathematics and Science","4902.00 Biological and Physical Sciences (and Mathematics)",,"T - Transfer","A.A. Degree",,2009-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
"LAS POSITAS",19139,"Liberal arts and Sciences: Mathematics and Science","4902.00 Biological and Physical Sciences (and Mathematics)",," - ","A.A. Degree",,2009-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
"LAS POSITAS",19141,"Liberal arts and Sciences: Social Science","4901.00 Liberal Arts and Sciences, General",," - ","A.A. Degree",,2009-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
"LAS POSITAS",19140,"Liberal arts and Sciences: Social Science","2201.00 Social Sciences, General",,"T - Transfer","A.A. Degree",,2009-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
"LAS POSITAS",21578,Marketing,"0509.00* Marketing and Distribution",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1988-01-01,37.00-37.00/37.00-37.00,0.00-0.00/0.00-0.00,Inactive
"LAS POSITAS",01037,Marketing,"0509.00* Marketing and Distribution","52.1801 Sales, Distribution, and Marketing Operations, General.","C - CTE","A.A. Degree",,,,34.00-34.00/35.00-35.00,Approved
"LAS POSITAS",15321,Journalism,"0602.00* Journalism","09.0401 Journalism.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,24.00-24.00/24.00-24.00,,Approved
"LAS POSITAS",01041,"Occupational Safety and Health","0956.70* Industrial and Occupational Safety and Health","15.0703 Industrial Safety Technology/Technician.","C - CTE","A.S. Degree",,,,39.00-39.00/42.00-42.00,Active
"LAS POSITAS",30354,"Occupational Safety and Health","0956.70* Industrial and Occupational Safety and Health","15.0703 Industrial Safety Technology/Technician.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2018-03-16,16.00-16.00/17.00-17.00,,Active
"LAS POSITAS",30353,"Pharmacy Technology","1221.00* Pharmacy Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2010-09-07,20.00-20.00/22.00-22.00,0.00-0.00/0.00-0.00,Inactive
"LAS POSITAS",01043,"Physical Education (Transfer)","0835.00 Physical Education",,"T - Transfer","A.A. Degree",,2000-01-01,0.00-0.00/0.00-0.00,45.00-45.00/45.00-45.00,Inactive
"LAS POSITAS",01044,Physics,"1902.00 Physics, General","40.0801 Physics, General.","O - Local","A.S. Degree",,,0.00-0.00/0.00-0.00,36.50-36.50/36.50-36.50,Active
"LAS POSITAS",12576,Psychology,"2001.00 Psychology, General",,"T - Transfer","A.A. Degree",,2002-01-01,0.00-0.00/0.00-0.00,33.00-33.00/33.00-33.00,Inactive
"LAS POSITAS",12241,"Retail Management (WAFC)","0506.50* Retail Store Operations and Management","52.0212 Retail Management.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,2018-02-13,25.00-25.00/26.00-26.00,,Active
"LAS POSITAS",09212,Retailing,"0506.50* Retail Store Operations and Management","52.0212 Retail Management.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,22.00-22.00/25.00-25.00,,Active
"LAS POSITAS",09220,"Science Technology","0955.00* Laboratory Science Technology",,"C - CTE","A.S. Degree",,1988-01-01,0.00-0.00/0.00-0.00,48.00-48.00/48.00-48.00,Inactive
"LAS POSITAS",01026,"Social Science","2201.00 Social Sciences, General",,"T - Transfer","A.A. Degree",,1988-01-01,0.00-0.00/0.00-0.00,21.00-21.00/21.00-21.00,Inactive
"LAS POSITAS",30815,Sociology,"2208.00 Sociology","45.1101 Sociology, General.","T - Transfer","A.A- T Degree","ADT Degree",,,19.00-19.00/20.00-20.00,Active
"LAS POSITAS",01051,Speech,"1506.00 Speech Communication",,"T - Transfer","A.A. Degree",,1991-01-01,0.00-0.00/0.00-0.00,31.00-31.00/31.00-31.00,Inactive
"LAS POSITAS",12885,"Supervisory Management","0506.30* Management Development and Supervision","52.0204 Office Management and Supervision.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,24.00-24.00/28.00-28.00,,Active
"LAS POSITAS",18825,"Surgical Technology","1217.00* Surgical Technician",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2008-01-01,35.00-35.00/35.00-35.00,0.00-0.00/0.00-0.00,Inactive
"LAS POSITAS",18826,"Surgical Technology","1217.00* Surgical Technician",,"C - CTE","A.S. Degree",,2008-01-01,0.00-0.00/0.00-0.00,37.00-37.00/37.00-37.00,Inactive
"LAS POSITAS",30355,"Teaching Beginning Piano","1004.00 Music",,"C - CTE","Certificate of Achievement: 12 to fewer than 18 semester(or 18 to fewer than 27 quarter) units",,2010-09-07,14.00-14.00/14.00-14.00,0.00-0.00/0.00-0.00,Inactive
"LAS POSITAS",30356,"Teaching Intermediate Piano","1004.00 Music",,"C - CTE","Certificate of Achievement: 12 to fewer than 18 semester(or 18 to fewer than 27 quarter) units",,2010-09-07,16.00-16.00/16.00-16.00,0.00-0.00/0.00-0.00,Inactive
"LAS POSITAS",01053,"Technical Illustration","0953.60* Technical Illustration",,"C - CTE","A.S. Degree",,1988-01-01,0.00-0.00/0.00-0.00,45.00-45.00/45.00-45.00,Inactive
"LAS POSITAS",01014,"Theater Arts","1007.00 Dramatic Arts",,"T - Transfer","A.A. Degree",,1991-01-01,0.00-0.00/0.00-0.00,30.00-30.00/30.00-30.00,Inactive
"LAS POSITAS",21580,"Visual Communications","0614.00* Digital Media",,"CT - Career Technical Education (CTE) and Transfer","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1997-01-01,34.50-34.50/34.50-34.50,0.00-0.00/0.00-0.00,Inactive
"LAS POSITAS",07513,"Visual Communications","0614.00* Digital Media",,"CT - Career Technical Education (CTE) and Transfer","A.A. Degree",,1997-01-01,0.00-0.00/0.00-0.00,31.00-31.00/31.00-31.00,Inactive
"LAS POSITAS",16367,Viticulture,"0104.00* Viticulture, Enology, and Wine Business","01.1004 Viticulture and Enology.","C - CTE","A.S. Degree",,,,34.00-34.00/36.00-36.00,Approved
"LAS POSITAS",21576,Viticulture,"0104.00* Viticulture, Enology, and Wine Business","01.1004 Viticulture and Enology.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,,27.00-27.00/27.00-27.00,,Active
LASSEN,09297,Accounting,"0502.00* Accounting",,"C - CTE","A.S. Degree",,1993-01-01,,42.00-42.00/42.00-42.00,"Active - Teachout Only"
LASSEN,30947,"Administration of Justice","2105.00* Administration of Justice","43.0107 Criminal Justice/Police Science.","T - Transfer","A.S. T Degree",,2011-11-22,,18.00-18.00/18.00-18.00,Active
LASSEN,02129,"Automotive Technology","0948.00* Automotive Technology",,"C - CTE","A.S. Degree",,1973-01-01,0.00-0.00/0.00-0.00,42.00-42.00/42.00-42.00,Inactive
LASSEN,31297,"Business Administration","0505.00* Business Administration","52.0201 Business Administration and Management, General.","T - Transfer","A.S. T Degree","ADT Degree",2012-05-24,,24.00-24.00/24.00-24.00,"Active - Teachout Only"
LASSEN,18330,"CSU General Education","4901.10 Transfer Studies",,"T - Transfer","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2008-01-01,40.00-40.00/40.00-40.00,0.00-0.00/0.00-0.00,Inactive
LASSEN,19375,"Child Development","1305.00* Child Development/Early Care and Education","19.0706 Child Development.","C - CTE","Certificate of Achievement requiring 16S/24Q to fewer than 30S/45Q units",,1993-01-01,18.00-18.00/18.00-18.00,,Approved
LASSEN,09316,"Child Development","1305.00* Child Development/Early Care and Education","19.0706 Child Development.","C - CTE","A.A. Degree",,,,36.00-36.00/36.00-36.00,Approved
LASSEN,02125,"Computer Office Technology","0514.00* Office Technology/Office Computer Applications",," - ","A.S. Degree",,,0.00-0.00/0.00-0.00,0.00-0.00/0.00-0.00,Inactive
LASSEN,21607,"Correctional Science","2105.10* Corrections",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,40.00-40.00/40.00-40.00,0.00-0.00/0.00-0.00,Inactive
LASSEN,02135,"Correctional Science","2105.10* Corrections",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,40.00-40.00/40.00-40.00,Inactive
LASSEN,17603,Cosmetology,"3007.00* Cosmetology and Barbering",," - ",,,1973-01-01,39.00-39.00/39.00-39.00,0.00-0.00/0.00-0.00,Inactive
LASSEN,02136,Cosmetology,"3007.00* Cosmetology and Barbering",," - ","A.S. Degree",,1973-01-01,0.00-0.00/0.00-0.00,0.00-0.00/0.00-0.00,Inactive
LASSEN,07168,"Drug & Alcohol Paraprofessional","2104.40* Alcohol and Controlled Substances",,"C - CTE","A.S. Degree",,1997-01-01,,36.00-36.00/36.00-36.00,Active
LASSEN,21605,"Drug & Alcohol Paraprofessional","2104.40* Alcohol and Controlled Substances",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1997-01-01,36.00-36.00/36.00-36.00,,Active
LASSEN,31015,"Early Childhood Education","1305.00* Child Development/Early Care and Education","13.1210 Early Childhood Education and Teaching.","T - Transfer","A.S. T Degree","ADT Degree",,,24.00-24.00/24.00-24.00,Approved
LASSEN,09312,"Firearm Repair","0999.00* Other Engineering and Related Industrial Technologies",,"C - CTE","A.S. Degree",,1973-01-01,,42.00-42.00/42.00-42.00,Inactive
LASSEN,09311,"General Gunsmithing","0999.00* Other Engineering and Related Industrial Technologies",,"C - CTE","A.S. Degree",,1973-01-01,,42.00-42.00/42.00-42.00,Inactive
LASSEN,21601,"General Mechanic","0948.00* Automotive Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1973-01-01,42.00-42.00/42.00-42.00,0.00-0.00/0.00-0.00,Inactive
LASSEN,18753,"General Studies Social Science","4903.30 Humanities and Social Sciences","24.0103 Humanities/Humanistic Studies.","O - Local","A.A. Degree",,2008-01-01,,18.00-18.00/18.00-18.00,Active
LASSEN,31438,Geology,"1914.00 Geology",,"T - Transfer","A.S. T Degree",,2012-07-26,,28.00-28.00/28.00-28.00,Inactive
LASSEN,31379,History,"2205.00 History","54.0101 History, General.","T - Transfer","A.A- T Degree","ADT Degree",2012-06-27,,18.00-18.00/18.00-18.00,Active
LASSEN,19376,"Human Services","2104.00* Human Services",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1997-01-01,35.00-35.00/35.00-35.00,,Active
LASSEN,09319,"Human Services","2104.00* Human Services",,"C - CTE","A.S. Degree",,1997-01-01,,36.00-36.00/36.00-36.00,Active
LASSEN,18331,IGETC,"4901.10 Transfer Studies",,"T - Transfer","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,2008-01-01,37.00-37.00/37.00-37.00,0.00-0.00/0.00-0.00,Active
LASSEN,02137,Journalism,"0602.00* Journalism",,"C - CTE","A.S. Degree",,1991-01-01,0.00-0.00/0.00-0.00,21.00-21.00/21.00-21.00,Inactive
LASSEN,21600,Journalism,"0602.00* Journalism",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1991-01-01,21.00-21.00/21.00-21.00,0.00-0.00/0.00-0.00,Inactive
LASSEN,09322,"Liberal Arts","4901.00 Liberal Arts and Sciences, General",," - ","A.A. Degree",,1993-01-01,0.00-0.00/0.00-0.00,0.00-0.00/0.00-0.00,Inactive
LASSEN,09318,"Math/Science: Science","1901.00 Physical Sciences, General",,"T - Transfer","A.S. Degree",,1992-01-01,0.00-0.00/0.00-0.00,24.00-24.00/24.00-24.00,Inactive
LASSEN,31037,Sociology,"2208.00 Sociology","45.1101 Sociology, General.","T - Transfer","A.A- T Degree","ADT Degree",2011-12-28,,18.00-18.00/18.00-18.00,Active
LASSEN,09305,Tune-up,"0948.00* Automotive Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1973-01-01,29.00-29.00/29.00-29.00,0.00-0.00/0.00-0.00,Inactive
LASSEN,18755,"University Studies: Administration of Justice","2105.00* Administration of Justice",,"T - Transfer","A.A. Degree",,2008-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
LASSEN,18756,"University Studies Agriculture Science","0101.00* Agriculture Technology and Sciences, General",,"T - Transfer","A.A. Degree",,2008-01-01,,22.00-22.00/22.00-22.00,Active
LASSEN,18848,"University Studies Allied Health","1260.00* Health Professions, Transfer Core Curriculum","51.0000 Health Services/Allied Health/Health Sciences, General.","T - Transfer","A.A. Degree",,,,20.00-20.00/20.00-20.00,Approved
LASSEN,09315,"University Studies: Art","1002.00 Art",,"T - Transfer","A.A. Degree",,1992-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
LASSEN,09296,"University Studies: Biological Science Preparation","0401.00 Biology, General",,"T - Transfer","A.S. Degree",,1992-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
LASSEN,02124,"University Studies: Business Administration","0505.00* Business Administration",,"C - CTE","A.S. Degree",,,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
LASSEN,11501,"University Studies: CSU","4901.10 Transfer Studies",," - ","A.A. Degree",,1993-01-01,0.00-0.00/0.00-0.00,0.00-0.00/0.00-0.00,Inactive
LASSEN,18757,"University Studies: Child Development","1305.00* Child Development/Early Care and Education",,"T - Transfer","A.A. Degree",,2008-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
LASSEN,11502,"University Studies: IGETC","4901.10 Transfer Studies",," - ","A.A. Degree",,1993-01-01,0.00-0.00/0.00-0.00,0.00-0.00/0.00-0.00,Inactive
LASSEN,09317,"University Studies: Mathematics/Physical Science","1701.00 Mathematics, General",,"T - Transfer","A.S. Degree",,1992-01-01,0.00-0.00/0.00-0.00,18.00-18.00/18.00-18.00,Inactive
LASSEN,18754,"University Studies Social Science","4903.30 Humanities and Social Sciences","24.0103 Humanities/Humanistic Studies.","T - Transfer","A.A. Degree",,2008-01-01,,18.00-18.00/18.00-18.00,Active
"LONG BEACH CITY",20755,"Accounting Clerk","0502.00* Accounting",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,1983-01-01,18.00-18.00/18.00-18.00,0.00-0.00/0.00-0.00,Inactive
"LONG BEACH CITY",20899,"Air Conditioning & Refrigeration (Theory & Practical Exp.)","0946.00* Environmental Control Technology",,"C - CTE","Certificate of Achievement: 18  or greater semester(or 27  or greater quarter) units",,,40.00-40.00/40.00-40.00,0.00-0.00/0.00-0.00,Inactive
